Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Path	Description	Keywords	Negative Keywords
80	52	Business and Finance	Economy			Business and Finance > Economy	Content relating to Business and Finance > Economy: economy, economic news, GDP, recession, growth, macroeconomic, fiscal policy. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about business, industries, personal hobby guides, recipe content, travel itineraries, celebrity gossip.	economy, business and finance, business, finance, economic news, gdp, recession, growth, macroeconomic, fiscal policy	business, industries, personal hobby guides, recipe content, travel itineraries, celebrity gossip
81	80	Business and Finance	Economy	Commodities		Business and Finance > Economy > Commodities	Content relating to Business and Finance > Economy > Commodities: commodities, raw materials, oil, gold, metals, commodity trading, futures. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about currencies, financial crisis, financial reform, financial regulation, gasoline prices, housing market.	commodities, business and finance, business, finance, economy, raw materials, oil, gold, metals, commodity trading, futures	currencies, financial crisis, financial reform, financial regulation, gasoline prices, housing market, interest rates, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
82	80	Business and Finance	Economy	Currencies		Business and Finance > Economy > Currencies	Content relating to Business and Finance > Economy > Currencies: currencies, forex, foreign exchange, FX, currency trading, exchange rates. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, financial crisis, financial reform, financial regulation, gasoline prices, housing market.	currencies, business and finance, business, finance, economy, forex, foreign exchange, fx, currency trading, exchange rates	commodities, financial crisis, financial reform, financial regulation, gasoline prices, housing market, interest rates, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
83	80	Business and Finance	Economy	Financial Crisis		Business and Finance > Economy > Financial Crisis	Content relating to Business and Finance > Economy > Financial Crisis: financial crisis, recession, economic collapse, bank crisis, market crash. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, currencies, financial reform, financial regulation, gasoline prices, housing market.	financial crisis, business and finance, business, finance, economy, recession, economic collapse, bank crisis, market crash	commodities, currencies, financial reform, financial regulation, gasoline prices, housing market, interest rates, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
84	80	Business and Finance	Economy	Financial Reform		Business and Finance > Economy > Financial Reform	Content relating to Business and Finance > Economy > Financial Reform: financial reform, banking reform, regulation, Dodd-Frank, financial regulation. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, currencies, financial crisis, financial regulation, gasoline prices, housing market.	financial reform, business and finance, business, finance, economy, banking reform, regulation, dodd-frank, financial regulation	commodities, currencies, financial crisis, financial regulation, gasoline prices, housing market, interest rates, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
85	80	Business and Finance	Economy	Financial Regulation		Business and Finance > Economy > Financial Regulation	Content relating to Business and Finance > Economy > Financial Regulation: financial regulation, regulators, SEC, compliance, banking rules. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, currencies, financial crisis, financial reform, gasoline prices, housing market.	financial regulation, business and finance, business, finance, economy, regulators, sec, compliance, banking rules	commodities, currencies, financial crisis, financial reform, gasoline prices, housing market, interest rates, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
86	80	Business and Finance	Economy	Gasoline Prices		Business and Finance > Economy > Gasoline Prices	Content relating to Business and Finance > Economy > Gasoline Prices: gas prices, fuel prices, oil prices, pump price, gasoline, diesel price. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, currencies, financial crisis, financial reform, financial regulation, housing market.	gasoline prices, business and finance, business, finance, economy, gas prices, fuel prices, oil prices, pump price, gasoline, diesel price	commodities, currencies, financial crisis, financial reform, financial regulation, housing market, interest rates, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
87	80	Business and Finance	Economy	Housing Market		Business and Finance > Economy > Housing Market	Content relating to Business and Finance > Economy > Housing Market: housing market, real estate market, home prices, mortgage rates, housing bubble. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, currencies, financial crisis, financial reform, financial regulation, gasoline prices.	housing market, business and finance, business, finance, economy, real estate market, home prices, mortgage rates, housing bubble	commodities, currencies, financial crisis, financial reform, financial regulation, gasoline prices, interest rates, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
88	80	Business and Finance	Economy	Interest Rates		Business and Finance > Economy > Interest Rates	Content relating to Business and Finance > Economy > Interest Rates: interest rates, Fed rates, central bank, borrowing costs, rate hike. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, currencies, financial crisis, financial reform, financial regulation, gasoline prices.	interest rates, business and finance, business, finance, economy, fed rates, central bank, borrowing costs, rate hike	commodities, currencies, financial crisis, financial reform, financial regulation, gasoline prices, housing market, job market, personal hobby guides, recipe content, travel itineraries, celebrity gossip
89	80	Business and Finance	Economy	Job Market		Business and Finance > Economy > Job Market	Content relating to Business and Finance > Economy > Job Market: job market, employment, unemployment, hiring, labor market, jobs report. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about commodities, currencies, financial crisis, financial reform, financial regulation, gasoline prices.	job market, business and finance, business, finance, economy, employment, unemployment, hiring, labor market, jobs report	commodities, currencies, financial crisis, financial reform, financial regulation, gasoline prices, housing market, interest rates, personal hobby guides, recipe content, travel itineraries, celebrity gossip
90	52	Business and Finance	Industries			Business and Finance > Industries	Content relating to Business and Finance > Industries: industries, sector, industrial, manufacturing, sector analysis. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about business, economy, personal hobby guides, recipe content, travel itineraries, celebrity gossip.	industries, business and finance, business, finance, sector, industrial, manufacturing, sector analysis	business, economy, personal hobby guides, recipe content, travel itineraries, celebrity gossip
91	90	Business and Finance	Industries	Advertising Industry		Business and Finance > Industries > Advertising Industry	Content relating to Business and Finance > Industries > Advertising Industry: advertising industry, ad industry, ad agencies, media buying, creative agencies. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry.	advertising industry, business and finance, business, finance, industries, ad industry, ad agencies, media buying, creative agencies	agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
102	90	Business and Finance	Industries	Agriculture		Business and Finance > Industries > Agriculture	Content relating to Business and Finance > Industries > Agriculture: agriculture, farming, agribusiness, crops, livestock, agricultural sector. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry.	agriculture, business and finance, business, finance, industries, farming, agribusiness, crops, livestock, agricultural sector	advertising industry, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
113	90	Business and Finance	Industries	Apparel Industry		Business and Finance > Industries > Apparel Industry	Content relating to Business and Finance > Industries > Apparel Industry: apparel industry, fashion industry, clothing manufacturing, garment industry. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry.	apparel industry, business and finance, business, finance, industries, fashion industry, clothing manufacturing, garment industry	advertising industry, agriculture, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
117	90	Business and Finance	Industries	Automotive Industry		Business and Finance > Industries > Automotive Industry	Content relating to Business and Finance > Industries > Automotive Industry: automotive industry, car industry, auto manufacturing, OEMs, auto sector. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, aviation industry, biotech and biomedical industry, civil engineering industry.	automotive industry, business and finance, business, finance, industries, car industry, auto manufacturing, oems, auto sector	advertising industry, agriculture, apparel industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
118	90	Business and Finance	Industries	Aviation Industry		Business and Finance > Industries > Aviation Industry	Content relating to Business and Finance > Industries > Aviation Industry: aviation industry, airlines, aerospace, aircraft manufacturing, airline industry. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, biotech and biomedical industry, civil engineering industry.	aviation industry, business and finance, business, finance, industries, airlines, aerospace, aircraft manufacturing, airline industry	advertising industry, agriculture, apparel industry, automotive industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
119	90	Business and Finance	Industries	Biotech and Biomedical Industry		Business and Finance > Industries > Biotech and Biomedical Industry	Content relating to Business and Finance > Industries > Biotech and Biomedical Industry: biotech, biomedical, life sciences, pharma R&D, biotech companies. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, civil engineering industry.	biotech and biomedical industry, biotech, biomedical industry, business and finance, business, finance, industries, biomedical, life sciences, pharma r&d, biotech companies	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
120	90	Business and Finance	Industries	Civil Engineering Industry		Business and Finance > Industries > Civil Engineering Industry	Content relating to Business and Finance > Industries > Civil Engineering Industry: civil engineering, infrastructure, construction engineering, structural engineering. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	civil engineering industry, business and finance, business, finance, industries, civil engineering, infrastructure, construction engineering, structural engineering	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
121	90	Business and Finance	Industries	Construction Industry		Business and Finance > Industries > Construction Industry	Content relating to Business and Finance > Industries > Construction Industry: construction industry, building, contractors, construction sector, construction firms. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	construction industry, business and finance, business, finance, industries, building, contractors, construction sector, construction firms	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, defense industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
122	90	Business and Finance	Industries	Defense Industry		Business and Finance > Industries > Defense Industry	Content relating to Business and Finance > Industries > Defense Industry: defense industry, military contractors, defense contractors, aerospace defense. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	defense industry, business and finance, business, finance, industries, military contractors, defense contractors, aerospace defense	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, education industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
92	90	Business and Finance	Industries	Education industry		Business and Finance > Industries > Education industry	Content relating to Business and Finance > Industries > Education industry: education industry, ed tech, educational services, private education sector. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	education industry, business and finance, business, finance, industries, ed tech, educational services, private education sector	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, entertainment industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
93	90	Business and Finance	Industries	Entertainment Industry		Business and Finance > Industries > Entertainment Industry	Content relating to Business and Finance > Industries > Entertainment Industry: entertainment industry, film industry, Hollywood, media entertainment. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	entertainment industry, business and finance, business, finance, industries, film industry, hollywood, media entertainment	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, environmental services industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
94	90	Business and Finance	Industries	Environmental Services Industry		Business and Finance > Industries > Environmental Services Industry	Content relating to Business and Finance > Industries > Environmental Services Industry: environmental services, waste management, recycling, environmental consulting. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	environmental services industry, business and finance, business, finance, industries, environmental services, waste management, recycling, environmental consulting	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, financial industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
95	90	Business and Finance	Industries	Financial Industry		Business and Finance > Industries > Financial Industry	Content relating to Business and Finance > Industries > Financial Industry: financial industry, banking sector, financial services, Wall Street, finance sector. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	financial industry, business and finance, business, finance, industries, banking sector, financial services, wall street, finance sector	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
96	90	Business and Finance	Industries	Food Industry		Business and Finance > Industries > Food Industry	Content relating to Business and Finance > Industries > Food Industry: food industry, food manufacturing, food processing, F&B industry, food sector. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	food industry, business and finance, business, finance, industries, food manufacturing, food processing, f&b industry, food sector	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
97	90	Business and Finance	Industries	Healthcare Industry		Business and Finance > Industries > Healthcare Industry	Content relating to Business and Finance > Industries > Healthcare Industry: healthcare industry, health sector, hospitals, medical industry, healthcare providers. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	healthcare industry, business and finance, business, finance, industries, health sector, hospitals, medical industry, healthcare providers	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
98	90	Business and Finance	Industries	Hospitality Industry		Business and Finance > Industries > Hospitality Industry	Content relating to Business and Finance > Industries > Hospitality Industry: hospitality industry, hotels, restaurants, tourism industry, lodging. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	hospitality industry, business and finance, business, finance, industries, hotels, restaurants, tourism industry, lodging	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
99	90	Business and Finance	Industries	Information Services Industry		Business and Finance > Industries > Information Services Industry	Content relating to Business and Finance > Industries > Information Services Industry: information services, data services, IT services, information industry. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	information services industry, business and finance, business, finance, industries, information services, data services, it services, information industry	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
100	90	Business and Finance	Industries	Legal Services Industry		Business and Finance > Industries > Legal Services Industry	Content relating to Business and Finance > Industries > Legal Services Industry: legal industry, law firms, legal services, attorneys, legal sector. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	legal services industry, business and finance, business, finance, industries, legal industry, law firms, legal services, attorneys, legal sector	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
101	90	Business and Finance	Industries	Logistics and Transportation Industry		Business and Finance > Industries > Logistics and Transportation Industry	Content relating to Business and Finance > Industries > Logistics and Transportation Industry: logistics industry, transportation sector, shipping industry, freight industry. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	logistics and transportation industry, logistics, transportation industry, business and finance, business, finance, industries, logistics industry, transportation sector, shipping industry, freight industry	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
103	90	Business and Finance	Industries	Management Consulting Industry		Business and Finance > Industries > Management Consulting Industry	Content relating to Business and Finance > Industries > Management Consulting Industry: management consulting, consultants, McKinsey, BCG, strategy consulting. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	management consulting industry, business and finance, business, finance, industries, management consulting, consultants, mckinsey, bcg, strategy consulting	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
104	90	Business and Finance	Industries	Manufacturing Industry		Business and Finance > Industries > Manufacturing Industry	Content relating to Business and Finance > Industries > Manufacturing Industry: manufacturing, factory, production, industrial manufacturing, made in USA. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	manufacturing industry, business and finance, business, finance, industries, manufacturing, factory, production, industrial manufacturing, made in usa	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
105	90	Business and Finance	Industries	Mechanical and Industrial Engineering Industry		Business and Finance > Industries > Mechanical and Industrial Engineering Industry	Content relating to Business and Finance > Industries > Mechanical and Industrial Engineering Industry: mechanical engineering, industrial engineering, engineering sector. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	mechanical and industrial engineering industry, mechanical, industrial engineering industry, business and finance, business, finance, industries, mechanical engineering, industrial engineering, engineering sector	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
106	90	Business and Finance	Industries	Media Industry		Business and Finance > Industries > Media Industry	Content relating to Business and Finance > Industries > Media Industry: media industry, publishing, news media, broadcast, media companies. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	media industry, business and finance, business, finance, industries, publishing, news media, broadcast, media companies	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
107	90	Business and Finance	Industries	Metals Industry		Business and Finance > Industries > Metals Industry	Content relating to Business and Finance > Industries > Metals Industry: metals industry, steel, aluminum, metal manufacturing, metalworking. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	metals industry, business and finance, business, finance, industries, steel, aluminum, metal manufacturing, metalworking	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
108	90	Business and Finance	Industries	Non-Profit Organizations		Business and Finance > Industries > Non-Profit Organizations	Content relating to Business and Finance > Industries > Non-Profit Organizations: nonprofit, NGOs, charitable organizations, 501(c)(3), foundations. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	non-profit organizations, business and finance, business, finance, industries, nonprofit, ngos, charitable organizations, 501(c)(3), foundations	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
109	90	Business and Finance	Industries	Pharmaceutical Industry		Business and Finance > Industries > Pharmaceutical Industry	Content relating to Business and Finance > Industries > Pharmaceutical Industry: pharmaceutical industry, pharma, drug companies, biopharma, drug development. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	pharmaceutical industry, business and finance, business, finance, industries, pharma, drug companies, biopharma, drug development	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
110	90	Business and Finance	Industries	Power and Energy Industry		Business and Finance > Industries > Power and Energy Industry	Content relating to Business and Finance > Industries > Power and Energy Industry: power industry, energy sector, utilities, oil and gas, renewable energy. Use for company, market, industry, economic, commercial, investing, workplace, and professional decision-making content rather than consumer hobby coverage. Relevant pages may include market explainers, sector analysis, company coverage, investing commentary, regulatory updates, and professional guides. Avoid classifying content here when it is primarily about advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry.	power and energy industry, power, energy industry, business and finance, business, finance, industries, power industry, energy sector, utilities, oil and gas, renewable energy	advertising industry, agriculture, apparel industry, automotive industry, aviation industry, biotech and biomedical industry, civil engineering industry, construction industry, defense industry, education industry, entertainment industry, environmental services industry, personal hobby guides, recipe content, travel itineraries, celebrity gossip
