unique_id	parent_id	path	description	keywords
188	186	Family and Relationships > Dating	Content about Dating within Family and Relationships, covering topics such as family, relationships, relationship, and dating, along with relevant news, advice, products, services, and trends.	family, relationships, relationship, dating
189	186	Family and Relationships > Divorce	Content about Divorce within Family and Relationships, covering topics such as family, relationships, relationship, and divorce, along with relevant news, advice, products, services, and trends.	family, relationships, relationship, divorce
190	186	Family and Relationships > Eldercare	Content about Eldercare within Family and Relationships, covering topics such as family, relationships, relationship, and eldercare, along with relevant news, advice, products, services, and trends.	family, relationships, relationship, eldercare
191	186	Family and Relationships > Marriage and Civil Unions	Content about Marriage and Civil Unions within Family and Relationships, covering topics such as family, relationships, relationship, marriage, civil, and unions, along with relevant news, advice, products, services, and trends.	family, relationships, relationship, marriage, civil, unions, union
192	186	Family and Relationships > Parenting	Content about Parenting within Family and Relationships, covering topics such as family, relationships, relationship, and parenting, along with relevant news, advice, products, services, and trends.	family, relationships, relationship, parenting
193	192	Family and Relationships > Parenting > Adoption and Fostering	Content about Adoption and Fostering within Family and Relationships and Parenting, including articles, updates, reviews, guides, and discussions related to family, relationships, relationship, parenting, adoption, and fostering.	family, relationships, relationship, parenting, adoption, fostering
194	192	Family and Relationships > Parenting > Daycare and Pre-School	Content about Daycare and Pre-School within Family and Relationships and Parenting, including articles, updates, reviews, guides, and discussions related to family, relationships, relationship, parenting, daycare, and pre.	family, relationships, relationship, parenting, daycare, pre, school
195	192	Family and Relationships > Parenting > Internet Safety	Content about Internet Safety within Family and Relationships and Parenting, including articles, updates, reviews, guides, and discussions related to online services, web platforms, websites, digital communication, family, and relationships.	online services, web platforms, websites, digital communication, family, relationships, relationship, parenting, internet, safety
196	192	Family and Relationships > Parenting > Parenting Babies and Toddlers	Content about Parenting Babies and Toddlers within Family and Relationships and Parenting, including articles, updates, reviews, guides, and discussions related to family, relationships, relationship, parenting, babies, and babie.	family, relationships, relationship, parenting, babies, babie, toddlers, toddler
197	192	Family and Relationships > Parenting > Parenting Children Aged 4-11	Content about Parenting Children Aged 4-11 within Family and Relationships and Parenting, including articles, updates, reviews, guides, and discussions related to family, relationships, relationship, parenting, children, and aged.	family, relationships, relationship, parenting, children, aged
198	192	Family and Relationships > Parenting > Parenting Teens	Content about Parenting Teens within Family and Relationships and Parenting, including articles, updates, reviews, guides, and discussions related to family, relationships, relationship, parenting, teens, and teen.	family, relationships, relationship, parenting, teens, teen
199	192	Family and Relationships > Parenting > Special Needs Kids	Content about Special Needs Kids within Family and Relationships and Parenting, including articles, updates, reviews, guides, and discussions related to family, relationships, relationship, parenting, special, and needs.	family, relationships, relationship, parenting, special, needs, need, kids
200	186	Family and Relationships > Single Life	Content about Single Life within Family and Relationships, covering topics such as family, relationships, relationship, single, and life, along with relevant news, advice, products, services, and trends.	family, relationships, relationship, single, life
201		Fine Art	Content primarily about Fine Art, including news, information, guides, reviews, products, services, and trends related to fine and art.	fine, art
202	201	Fine Art > Costume	Content about Costume within Fine Art, covering topics such as fine, art, and costume, along with relevant news, advice, products, services, and trends.	fine, art, costume
203	201	Fine Art > Dance	Content about Dance within Fine Art, covering topics such as fine, art, and dance, along with relevant news, advice, products, services, and trends.	fine, art, dance
204	201	Fine Art > Design	Content about Design within Fine Art, covering topics such as fine, art, and design, along with relevant news, advice, products, services, and trends.	fine, art, design
205	201	Fine Art > Digital Arts	Content about Digital Arts within Fine Art, covering topics such as fine, art, digital, and arts, along with relevant news, advice, products, services, and trends.	fine, art, digital, arts
206	201	Fine Art > Fine Art Photography	Content about Fine Art Photography within Fine Art, covering topics such as fine, art, and photography, along with relevant news, advice, products, services, and trends.	fine, art, photography
207	201	Fine Art > Modern Art	Content about Modern Art within Fine Art, covering topics such as fine, art, and modern, along with relevant news, advice, products, services, and trends.	fine, art, modern
208	201	Fine Art > Opera	Content about Opera within Fine Art, covering topics such as fine, art, and opera, along with relevant news, advice, products, services, and trends.	fine, art, opera
209	201	Fine Art > Theater	Content about Theater within Fine Art, covering topics such as fine, art, and theater, along with relevant news, advice, products, services, and trends.	fine, art, theater
210		Food & Drink	Content primarily about Food & Drink, including news, information, guides, reviews, products, services, and trends related to food, beverages, cooking, recipes, restaurants, and dining culture.	food, drink
211	210	Food & Drink > Alcoholic Beverages	Content about Alcoholic Beverages within Food & Drink, covering topics such as food, drink, alcoholic, beverages, and beverage, along with relevant news, advice, products, services, and trends.	food, drink, alcoholic, beverages, beverage
215	210	Food & Drink > Barbecues and Grilling	Content about Barbecues and Grilling within Food & Drink, covering topics such as food, drink, barbecues, barbecue, and grilling, along with relevant news, advice, products, services, and trends.	food, drink, barbecues, barbecue, grilling
216	210	Food & Drink > Cooking	Content about Cooking within Food & Drink, covering topics such as food, drink, and cooking, along with relevant news, advice, products, services, and trends.	food, drink, cooking
217	210	Food & Drink > Desserts and Baking	Content about Desserts and Baking within Food & Drink, covering topics such as food, drink, desserts, dessert, and baking, along with relevant news, advice, products, services, and trends.	food, drink, desserts, dessert, baking
218	210	Food & Drink > Dining Out	Content about Dining Out within Food & Drink, covering topics such as food, drink, dining, and out, along with relevant news, advice, products, services, and trends.	food, drink, dining, out
219	210	Food & Drink > Food Allergies	Content about Food Allergies within Food & Drink, covering topics such as food, drink, allergies, and allergie, along with relevant news, advice, products, services, and trends.	food, drink, allergies, allergie
220	210	Food & Drink > Food Movements	Content about Food Movements within Food & Drink, covering topics such as food, drink, movements, and movement, along with relevant news, advice, products, services, and trends.	food, drink, movements, movement
221	210	Food & Drink > Healthy Cooking and Eating	Content about Healthy Cooking and Eating within Food & Drink, covering topics such as food, drink, healthy, cooking, and eating, along with relevant news, advice, products, services, and trends.	food, drink, healthy, cooking, eating
222	210	Food & Drink > Non-Alcoholic Beverages	Content about Non-Alcoholic Beverages within Food & Drink, covering topics such as food, drink, non, alcoholic, beverages, and beverage, along with relevant news, advice, products, services, and trends.	food, drink, non, alcoholic, beverages, beverage
212	210	Food & Drink > Vegan Diets	Content about Vegan Diets within Food & Drink, covering topics such as food, drink, vegan, diets, and diet, along with relevant news, advice, products, services, and trends.	food, drink, vegan, diets, diet
213	210	Food & Drink > Vegetarian Diets	Content about Vegetarian Diets within Food & Drink, covering topics such as food, drink, vegetarian, diets, and diet, along with relevant news, advice, products, services, and trends.	food, drink, vegetarian, diets, diet
214	210	Food & Drink > World Cuisines	Content about World Cuisines within Food & Drink, covering topics such as food, drink, world, cuisines, and cuisine, along with relevant news, advice, products, services, and trends.	food, drink, world, cuisines, cuisine
SPSHQ5		Genres	Content primarily about Genres, including news, information, guides, reviews, products, services, and trends related to genres and genre.	genres, genre
VKIV56	SPSHQ5	Genres > Nature	Content about Nature within Genres, covering topics such as genres, genre, and nature, along with relevant news, advice, products, services, and trends.	genres, genre, nature
325	SPSHQ5	Genres > Action/Adventure	Content about Action/Adventure within Genres, covering topics such as genres, genre, action, and adventure, along with relevant news, advice, products, services, and trends.	genres, genre, action, adventure
641	SPSHQ5	Genres > Animation & Anime	Content about Animation & Anime within Genres, covering topics such as genres, genre, animation, and anime, along with relevant news, advice, products, services, and trends.	genres, genre, animation, anime
44	SPSHQ5	Genres > Biographies	Content about Biographies within Genres, covering topics such as genres, genre, biographies, and biographie, along with relevant news, advice, products, services, and trends.	genres, genre, biographies, biographie
646	SPSHQ5	Genres > Comedy	Content about Comedy within Genres, covering topics such as genres, genre, and comedy, along with relevant news, advice, products, services, and trends.	genres, genre, comedy
332	SPSHQ5	Genres > Documentary	Content about Documentary within Genres, covering topics such as genres, genre, and documentary, along with relevant news, advice, products, services, and trends.	genres, genre, documentary
647	SPSHQ5	Genres > Drama	Content about Drama within Genres, covering topics such as genres, genre, and drama, along with relevant news, advice, products, services, and trends.	genres, genre, drama
648	SPSHQ5	Genres > Factual	Content about Factual within Genres, covering topics such as genres, genre, and factual, along with relevant news, advice, products, services, and trends.	genres, genre, factual
645	SPSHQ5	Genres > Family/Children	Content about Family/Children within Genres, covering topics such as genres, genre, family, and children, along with relevant news, advice, products, services, and trends.	genres, genre, family, children
335	SPSHQ5	Genres > Fantasy	Content about Fantasy within Genres, covering topics such as genres, genre, and fantasy, along with relevant news, advice, products, services, and trends.	genres, genre, fantasy
EZWB7V	SPSHQ5	Genres > History	Content about History within Genres, covering topics such as genres, genre, and history, along with relevant news, advice, products, services, and trends.	genres, genre, history
649	SPSHQ5	Genres > Holiday	Content about Holiday within Genres, covering topics such as genres, genre, and holiday, along with relevant news, advice, products, services, and trends.	genres, genre, holiday
336	SPSHQ5	Genres > Horror	Content about Horror within Genres, covering topics such as genres, genre, and horror, along with relevant news, advice, products, services, and trends.	genres, genre, horror
TIFQA5	SPSHQ5	Genres > Lifestyle	Content about Lifestyle within Genres, covering topics such as genres, genre, and lifestyle, along with relevant news, advice, products, services, and trends.	genres, genre, lifestyle
650	SPSHQ5	Genres > Music Video	Content about Music Video within Genres, covering topics such as genres, genre, music, and video, along with relevant news, advice, products, services, and trends.	genres, genre, music, video
156	SPSHQ5	Genres > Musical	Content about Musical within Genres, covering topics such as genres, genre, and musical, along with relevant news, advice, products, services, and trends.	genres, genre, musical
331	SPSHQ5	Genres > Mystery	Content about Mystery within Genres, covering topics such as genres, genre, and mystery, along with relevant news, advice, products, services, and trends.	genres, genre, mystery
651	SPSHQ5	Genres > Reality TV	Content about Reality TV within Genres, covering topics such as genres, genre, and reality, along with relevant news, advice, products, services, and trends.	genres, genre, reality
326	SPSHQ5	Genres > Romance	Content about Romance within Genres, covering topics such as genres, genre, and romance, along with relevant news, advice, products, services, and trends.	genres, genre, romance
652	SPSHQ5	Genres > Science Fiction	Content about Science Fiction within Genres, covering topics such as genres, genre, science, and fiction, along with relevant news, advice, products, services, and trends.	genres, genre, science, fiction
642	SPSHQ5	Genres > Soap Opera	Content about Soap Opera within Genres, covering topics such as genres, genre, soap, and opera, along with relevant news, advice, products, services, and trends.	genres, genre, soap, opera
643	SPSHQ5	Genres > Special Interest (Indie/Art House)	Content about Special Interest (Indie/Art House) within Genres, covering topics such as genres, genre, special, interest, indie, and art, along with relevant news, advice, products, services, and trends.	genres, genre, special, interest, indie, art, house
370	SPSHQ5	Genres > Sports Radio	Content about Sports Radio within Genres, covering topics such as genres, genre, sports, sport, and radio, along with relevant news, advice, products, services, and trends.	genres, genre, sports, sport, radio
371	SPSHQ5	Genres > Talk Radio	Content about Talk Radio within Genres, covering topics such as spoken-word audio, radio shows, hosts, live discussion, genres, and genre, along with relevant news, advice, products, services, and trends.	spoken-word audio, radio shows, hosts, live discussion, genres, genre, talk, radio
376	SPSHQ5	Genres > Talk Radio > Public Radio	Content about Public Radio within Genres and Talk Radio, including articles, updates, reviews, guides, and discussions related to spoken-word audio, radio shows, hosts, live discussion, genres, and genre.	spoken-word audio, radio shows, hosts, live discussion, genres, genre, talk, radio, public
A0AH3G	SPSHQ5	Genres > Talk Show	Content about Talk Show within Genres, covering topics such as genres, genre, talk, and show, along with relevant news, advice, products, services, and trends.	genres, genre, talk, show
KHPC5A	SPSHQ5	Genres > True Crime	Content about True Crime within Genres, covering topics such as genres, genre, true, and crime, along with relevant news, advice, products, services, and trends.	genres, genre, true, crime
KHPC6A	SPSHQ5	Genres > Western	Content about Western within Genres, covering topics such as genres, genre, and western, along with relevant news, advice, products, services, and trends.	genres, genre, western
51	SPSHQ5	Genres > Young Adult	Content about Young Adult within Genres, covering topics such as genres, genre, young, and adult, along with relevant news, advice, products, services, and trends.	genres, genre, young, adult
700	SPSHQ5	Genres > Thriller	Content about Thriller within Genres, covering topics such as genres, genre, and thriller, along with relevant news, advice, products, services, and trends.	genres, genre, thriller
223		Healthy Living	Content primarily about Healthy Living, including news, information, guides, reviews, products, services, and trends related to healthy and living.	healthy, living
224	223	Healthy Living > Children's Health	Content about Children's Health within Healthy Living, covering topics such as healthy, living, children, and health, along with relevant news, advice, products, services, and trends.	healthy, living, children, health
225	223	Healthy Living > Fitness and Exercise	Content about Fitness and Exercise within Healthy Living, covering topics such as healthy, living, fitness, fitnes, and exercise, along with relevant news, advice, products, services, and trends.	healthy, living, fitness, fitnes, exercise
226	225	Healthy Living > Fitness and Exercise > Participant Sports	Content about Participant Sports within Healthy Living and Fitness and Exercise, including articles, updates, reviews, guides, and discussions related to healthy, living, fitness, fitnes, exercise, and participant.	healthy, living, fitness, fitnes, exercise, participant, sports, sport
227	225	Healthy Living > Fitness and Exercise > Running and Jogging	Content about Running and Jogging within Healthy Living and Fitness and Exercise, including articles, updates, reviews, guides, and discussions related to healthy, living, fitness, fitnes, exercise, and running.	healthy, living, fitness, fitnes, exercise, running, jogging
228	223	Healthy Living > Men's Health	Content about Men's Health within Healthy Living, covering topics such as healthy, living, men, and health, along with relevant news, advice, products, services, and trends.	healthy, living, men, health
229	223	Healthy Living > Nutrition	Content about Nutrition within Healthy Living, covering topics such as healthy, living, and nutrition, along with relevant news, advice, products, services, and trends.	healthy, living, nutrition
230	223	Healthy Living > Senior Health	Content about Senior Health within Healthy Living, covering topics such as healthy, living, senior, and health, along with relevant news, advice, products, services, and trends.	healthy, living, senior, health
231	223	Healthy Living > Weight Loss	Content about Weight Loss within Healthy Living, covering topics such as healthy, living, weight, and loss, along with relevant news, advice, products, services, and trends.	healthy, living, weight, loss
232	223	Healthy Living > Wellness	Content about Wellness within Healthy Living, covering topics such as healthy, living, wellness, and wellnes, along with relevant news, advice, products, services, and trends.	healthy, living, wellness, wellnes
233	232	Healthy Living > Wellness > Alternative Medicine	Content about Alternative Medicine within Healthy Living and Wellness, including articles, updates, reviews, guides, and discussions related to healthy, living, wellness, wellnes, alternative, and medicine.	healthy, living, wellness, wellnes, alternative, medicine
234	233	Healthy Living > Wellness > Alternative Medicine > Herbs and Supplements	Content about Herbs and Supplements within Healthy Living, Wellness, and Alternative Medicine, focused on healthy, living, wellness, wellnes, alternative, and medicine and closely related topics, products, services, or trends.	healthy, living, wellness, wellnes, alternative, medicine, herbs, herb, supplements, supplement
235	233	Healthy Living > Wellness > Alternative Medicine > Holistic Health	Content about Holistic Health within Healthy Living, Wellness, and Alternative Medicine, focused on healthy, living, wellness, wellnes, alternative, and medicine and closely related topics, products, services, or trends.	healthy, living, wellness, wellnes, alternative, medicine, holistic, health
236	232	Healthy Living > Wellness > Physical Therapy	Content about Physical Therapy within Healthy Living and Wellness, including articles, updates, reviews, guides, and discussions related to healthy, living, wellness, wellnes, physical, and therapy.	healthy, living, wellness, wellnes, physical, therapy
237	232	Healthy Living > Wellness > Smoking Cessation	Content about Smoking Cessation within Healthy Living and Wellness, including articles, updates, reviews, guides, and discussions related to healthy, living, wellness, wellnes, smoking, and cessation.	healthy, living, wellness, wellnes, smoking, cessation
238	223	Healthy Living > Women's Health	Content about Women's Health within Healthy Living, covering topics such as healthy, living, women, and health, along with relevant news, advice, products, services, and trends.	healthy, living, women, health
239		Hobbies & Interests	Content primarily about Hobbies & Interests, including news, information, guides, reviews, products, services, and trends related to hobbies, hobbie, interests, and interest.	hobbies, hobbie, interests, interest
240	239	Hobbies & Interests > Antiquing and Antiques	Content about Antiquing and Antiques within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, antiquing, and antiques, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, antiquing, antiques, antique
248	239	Hobbies & Interests > Arts and Crafts	Content about Arts and Crafts within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, arts, and crafts, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, arts, crafts, craft
249	248	Hobbies & Interests > Arts and Crafts > Beadwork	Content about Beadwork within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, beadwork
250	248	Hobbies & Interests > Arts and Crafts > Candle and Soap Making	Content about Candle and Soap Making within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, candle, soap, making
251	248	Hobbies & Interests > Arts and Crafts > Drawing and Sketching	Content about Drawing and Sketching within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, drawing, sketching
252	248	Hobbies & Interests > Arts and Crafts > Jewelry Making	Content about Jewelry Making within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, jewelry, making
253	248	Hobbies & Interests > Arts and Crafts > Needlework	Content about Needlework within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, needlework
254	248	Hobbies & Interests > Arts and Crafts > Painting	Content about Painting within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, painting
255	248	Hobbies & Interests > Arts and Crafts > Photography	Content about Photography within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, photography
256	248	Hobbies & Interests > Arts and Crafts > Scrapbooking	Content about Scrapbooking within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, scrapbooking
257	248	Hobbies & Interests > Arts and Crafts > Woodworking	Content about Woodworking within Hobbies & Interests and Arts and Crafts, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, arts, and crafts.	hobbies, hobbie, interests, interest, arts, crafts, craft, woodworking
258	239	Hobbies & Interests > Beekeeping	Content about Beekeeping within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, and beekeeping, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, beekeeping
259	239	Hobbies & Interests > Birdwatching	Content about Birdwatching within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, and birdwatching, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, birdwatching
260	239	Hobbies & Interests > Cigars	Content about Cigars within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, cigars, and cigar, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, cigars, cigar
261	239	Hobbies & Interests > Collecting	Content about Collecting within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, and collecting, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, collecting
262	261	Hobbies & Interests > Collecting > Comic Books	Content about Comic Books within Hobbies & Interests and Collecting, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, collecting, and comic.	hobbies, hobbie, interests, interest, collecting, comic, books, book
263	261	Hobbies & Interests > Collecting > Stamps and Coins	Content about Stamps and Coins within Hobbies & Interests and Collecting, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, collecting, and stamps.	hobbies, hobbie, interests, interest, collecting, stamps, stamp, coins, coin
264	239	Hobbies & Interests > Content Production	Content about Content Production within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, content, and production, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, content, production
265	264	Hobbies & Interests > Content Production > Audio Production	Content about Audio Production within Hobbies & Interests and Content Production, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, content, and production.	hobbies, hobbie, interests, interest, content, production, audio
266	264	Hobbies & Interests > Content Production > Freelance Writing	Content about Freelance Writing within Hobbies & Interests and Content Production, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, content, and production.	hobbies, hobbie, interests, interest, content, production, freelance, writing
267	264	Hobbies & Interests > Content Production > Screenwriting	Content about Screenwriting within Hobbies & Interests and Content Production, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, content, and production.	hobbies, hobbie, interests, interest, content, production, screenwriting
268	264	Hobbies & Interests > Content Production > Video Production	Content about Video Production within Hobbies & Interests and Content Production, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, content, and production.	hobbies, hobbie, interests, interest, content, production, video
269	239	Hobbies & Interests > Games and Puzzles	Content about Games and Puzzles within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, games, and game, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, games, game, puzzles, puzzle
270	269	Hobbies & Interests > Games and Puzzles > Board Games and Puzzles	Content about Board Games and Puzzles within Hobbies & Interests and Games and Puzzles, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, games, and game.	hobbies, hobbie, interests, interest, games, game, puzzles, puzzle, board
271	269	Hobbies & Interests > Games and Puzzles > Card Games	Content about Card Games within Hobbies & Interests and Games and Puzzles, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, games, and game.	hobbies, hobbie, interests, interest, games, game, puzzles, puzzle, card
272	269	Hobbies & Interests > Games and Puzzles > Roleplaying Games	Content about Roleplaying Games within Hobbies & Interests and Games and Puzzles, including articles, updates, reviews, guides, and discussions related to hobbies, hobbie, interests, interest, games, and game.	hobbies, hobbie, interests, interest, games, game, puzzles, puzzle, roleplaying
273	239	Hobbies & Interests > Genealogy and Ancestry	Content about Genealogy and Ancestry within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, genealogy, and ancestry, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, genealogy, ancestry
241	239	Hobbies & Interests > Magic and Illusion	Content about Magic and Illusion within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, magic, and illusion, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, magic, illusion
242	239	Hobbies & Interests > Model Toys	Content about Model Toys within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, model, and toys, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, model, toys
243	239	Hobbies & Interests > Musical Instruments	Content about Musical Instruments within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, musical, and instruments, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, musical, instruments, instrument
244	239	Hobbies & Interests > Paranormal Phenomena	Content about Paranormal Phenomena within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, paranormal, and phenomena, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, paranormal, phenomena
245	239	Hobbies & Interests > Radio Control	Content about Radio Control within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, radio, and control, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, radio, control
246	239	Hobbies & Interests > Sci-fi and Fantasy	Content about Sci-fi and Fantasy within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, sci, and fantasy, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, sci, fantasy
247	239	Hobbies & Interests > Workshops and Classes	Content about Workshops and Classes within Hobbies & Interests, covering topics such as hobbies, hobbie, interests, interest, workshops, and workshop, along with relevant news, advice, products, services, and trends.	hobbies, hobbie, interests, interest, workshops, workshop, classes, classe
1KXCLD		Holidays	Content primarily about Holidays, including news, information, guides, reviews, products, services, and trends related to holidays and holiday.	holidays, holiday
157	1KXCLD	Holidays > National & Civic Holidays	Content about National & Civic Holidays within Holidays, covering topics such as holidays, holiday, national, and civic, along with relevant news, advice, products, services, and trends.	holidays, holiday, national, civic
274		Home & Garden	Content primarily about Home & Garden, including news, information, guides, reviews, products, services, and trends related to home living, interior spaces, gardening, maintenance, and household improvement.	home, garden
275	274	Home & Garden > Gardening	Content about Gardening within Home & Garden, covering topics such as home, garden, and gardening, along with relevant news, advice, products, services, and trends.	home, garden, gardening
278	274	Home & Garden > Home Appliances	Content about Home Appliances within Home & Garden, covering topics such as home, garden, appliances, and appliance, along with relevant news, advice, products, services, and trends.	home, garden, appliances, appliance
279	274	Home & Garden > Home Entertaining	Content about Home Entertaining within Home & Garden, covering topics such as home, garden, and entertaining, along with relevant news, advice, products, services, and trends.	home, garden, entertaining
280	274	Home & Garden > Home Improvement	Content about Home Improvement within Home & Garden, covering topics such as home, garden, and improvement, along with relevant news, advice, products, services, and trends.	home, garden, improvement
281	274	Home & Garden > Home Security	Content about Home Security within Home & Garden, covering topics such as home, garden, and security, along with relevant news, advice, products, services, and trends.	home, garden, security
282	274	Home & Garden > Indoor Environmental Quality	Content about Indoor Environmental Quality within Home & Garden, covering topics such as home, garden, indoor, environmental, and quality, along with relevant news, advice, products, services, and trends.	home, garden, indoor, environmental, quality
283	274	Home & Garden > Interior Decorating	Content about Interior Decorating within Home & Garden, covering topics such as home, garden, interior, and decorating, along with relevant news, advice, products, services, and trends.	home, garden, interior, decorating
284	274	Home & Garden > Landscaping	Content about Landscaping within Home & Garden, covering topics such as home, garden, and landscaping, along with relevant news, advice, products, services, and trends.	home, garden, landscaping
285	274	Home & Garden > Outdoor Decorating	Content about Outdoor Decorating within Home & Garden, covering topics such as home, garden, outdoor, and decorating, along with relevant news, advice, products, services, and trends.	home, garden, outdoor, decorating
276	274	Home & Garden > Remodeling & Construction	Content about Remodeling & Construction within Home & Garden, covering topics such as home, garden, remodeling, and construction, along with relevant news, advice, products, services, and trends.	home, garden, remodeling, construction
277	274	Home & Garden > Smart Home	Content about Smart Home within Home & Garden, covering topics such as home, garden, and smart, along with relevant news, advice, products, services, and trends.	home, garden, smart
383		Law	Content primarily about Law, including news, information, guides, reviews, products, services, and trends related to law.	law
286		Medical Health	Content primarily about Medical Health, including news, information, guides, reviews, products, services, and trends related to medical and health.	medical, health
323	286	Medical Health > Cosmetic Medical Services	Content about Cosmetic Medical Services within Medical Health, covering topics such as medical, health, cosmetic, services, and service, along with relevant news, advice, products, services, and trends.	medical, health, cosmetic, services, service
287	286	Medical Health > Diseases and Conditions	Content about Diseases and Conditions within Medical Health, covering topics such as medical, health, diseases, disease, conditions, and condition, along with relevant news, advice, products, services, and trends.	medical, health, diseases, disease, conditions, condition
288	287	Medical Health > Diseases and Conditions > Allergies	Content about Allergies within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, allergies, allergie
306	287	Medical Health > Diseases and Conditions > Blood Disorders	Content about Blood Disorders within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, blood, disorders, disorder
312	287	Medical Health > Diseases and Conditions > Bone and Joint Conditions	Content about Bone and Joint Conditions within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, bone, joint
313	287	Medical Health > Diseases and Conditions > Brain and Nervous System Disorders	Content about Brain and Nervous System Disorders within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, brain, nervous, nervou, system, disorders, disorder
314	287	Medical Health > Diseases and Conditions > Cancer	Content about Cancer within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, cancer
315	287	Medical Health > Diseases and Conditions > Cold and Flu	Content about Cold and Flu within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, cold, flu
